Date,Publication,Headline,URL,Categories,Topics,Major Ad Tech Companies,Retail Media Networks,Attribution Topics,Ad Formats,Agencies,Relevance Score,Summary
2026-06-05,Digiday,Future of Marketing Briefing: How agencies are betting on entertainment to survive,https://digiday.com/marketing/future-of-marketing-briefing-how-agencies-are-betting-on-entertainment-to-survive/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,Industry/Business,"agency business models, branded entertainment, content production, agency transformation, entertainment marketing",,,,,,3,Agencies are pivoting from traditional ad production toward creating entertainment content as a new business model and revenue strategy.
2026-06-04,Digiday,The state of AI in media | How AI is transforming the business side of publishing,https://digiday.com/sponsored/the-state-of-ai-in-media/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Industry/Business, Technology","AI in publishing, subscription marketing, ad sales automation, media company operations, AI adoption, publisher technology",,,,,,4,"A Piano-sponsored industry report examining how media publishers are adopting AI tools on the business side, covering use cases in subscription marketing and ad sales, along with challenges and investment priorities."
2026-06-04,Digiday,‘They’re going to be extinct at some point’: Why the chief AI officer is a transitional species,https://digiday.com/marketing/theyre-going-to-be-extinct-at-some-point-why-the-chief-ai-officer-is-a-transitional-species/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Major Ad Tech Companies, Industry/Business, Technology","AI automation in ad buying, programmatic advertising, walled garden auctions, open web monetization, chief AI officer role, AI in advertising operations",,,,,,6,"The article examines how AI is automating ad buying across programmatic and walled garden environments, positioning the chief AI officer as a transitional role that will eventually become obsolete as AI becomes embedded throughout advertising operations."
2026-06-04,Digiday,Why creator Lola Torres prefers the stability of affiliate marketing over brand partnerships,https://digiday.com/media/why-creator-lola-torres-prefers-the-stability-of-affiliate-marketing-over-brand-partnerships/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,Industry/Business,"affiliate marketing, creator economy, brand partnerships, influencer marketing, creator programs",,,,Native,,3,"Creator Lola Torres discusses her preference for affiliate marketing over brand partnerships, sharing insights on the stability and challenges of building a career in the creator economy."
2026-06-08,AdExchanger,Here’s What It Takes To Reach Decision-Makers On CTV Today,https://www.adexchanger.com/content-studio/heres-what-it-takes-to-reach-decision-makers-on-ctv-today/,"Ad Formats, Programmatic, Industry/Business","CTV advertising, B2B advertising on CTV, streaming advertising, audience targeting, CTV ad spending growth, decision-maker targeting",,,,CTV/OTT,,6,This article examines how CTV has evolved beyond a simple reach vehicle and outlines strategies advertisers can use to effectively target business decision-makers on streaming platforms.
2026-06-08,AdExchanger,Independent Ad Tech Is Reframing Itself Around Cloud Hardware,https://www.adexchanger.com/marketers/independent-ad-tech-is-reframing-itself-around-cloud-hardware/,"Programmatic, Technology, Industry/Business","cloud infrastructure, programmatic advertising, ad tech vendor positioning, owned vs. rented cloud, real-time bidding infrastructure, independent ad tech",,,,,,7,"Independent ad tech vendors are increasingly differentiating themselves based on whether they own their cloud infrastructure or rent it, creating a new competitive divide in the programmatic ecosystem."
2026-06-08,AdExchanger,YouTube Doubles Down On AI Tools; Social Media Ad Scams Take The Cup,https://www.adexchanger.com/daily-news-roundup/youtube-doubles-down-on-ai-tools-social-media-ad-scams-take-the-cup/,"Major Ad Tech Companies, Ad Formats, Industry/Business","AI content creation tools, YouTube creator tools, Gemini AI integration, social media ad scams, generative AI video",Google,,,"Video, Social",,5,"Google has revamped YouTube's Remix tool with Gemini Omni AI capabilities enabling creators to edit videos, generate music, and create content from text, while the article also touches on social media ad scams."
2026-06-05,AdExchanger,Ad Performance Hinges On Kicking Fragmentation’s Butt,https://www.adexchanger.com/marketers/ad-performance-hinges-on-kicking-fragmentations-butt/,"Attribution/Measurement, Industry/Business, Programmatic","ad fragmentation, measurement, ad performance, cross-channel measurement",,,"MMM, MTA",,,6,The article argues that solving media fragmentation and improving measurement quality are becoming critical priorities as performance advertising takes center stage in industry discussions.
2026-06-05,AdExchanger,AI Off The Rails,https://www.adexchanger.com/the-big-story/ai-off-the-rails/,"Technology, Industry/Business","AI algorithms, AI governance, AI accountability, AI risk management",,,,,,4,"A cautionary perspective urging digital advertising companies to build AI solutions with proper ownership, governance, and accountability to avoid catastrophic failures."
2026-06-05,AdExchanger,Better Attribution Makes Live Sports A Performance Play,https://www.adexchanger.com/ctv-roundup/better-attribution-makes-live-sports-a-performance-play/,"Programmatic, Attribution/Measurement, Ad Formats","live sports advertising, programmatic buying, marketing mix modeling, CTV advertising, performance advertising",,,MMM,"CTV/OTT, Video",,7,"Marketers are leveraging programmatic buying and marketing mix modeling to treat live sports advertising as a performance channel, improving attribution and driving more advertisers to digital live sports inventory."
2026-06-05,AdExchanger,Comic: Hungry Hungry Hippos,https://www.adexchanger.com/comic-strip/comic-hungry-hungry-hippos/,Industry/Business,"comic strip, digital advertising ecosystem",,,,,,2,A weekly comic strip from AdExchanger humorously depicting themes from the digital advertising ecosystem.
2026-06-05,AdExchanger,"Cheaper ChatGPT Ads, Same Black Box; Google’s New AI Search Analytics",https://www.adexchanger.com/daily-news-roundup/friday-05062026/,"Major Ad Tech Companies, Industry/Business, Technology","ChatGPT ads, AI search advertising, conversational advertising, AI search analytics, ad pricing, adoption incentives","OpenAI/ChatGPT, Google",,,Search,,7,"OpenAI's ad tech partner Criteo is lowering the minimum investment threshold for ChatGPT ads from $50,000 to $10,000 to accelerate adoption, while Google rolls out new AI search analytics tools."
2026-06-04,AdExchanger,IPO Day Q&A: Liftoff’s COO On Catching A Better IPO Window,https://www.adexchanger.com/mobile/ipo-day-qa-liftoffs-coo-on-catching-a-better-ipo-window/,"Industry/Business, Major Ad Tech Companies","mobile app marketing, performance advertising, IPO, mobile advertising platform, app install advertising",,,,,,5,"Liftoff's COO discusses the mobile app marketing platform's successful IPO on Nasdaq, pricing shares at $23 and raising approximately $437 million after previously pausing its debut."
2026-06-04,AdExchanger,Roblox Opens Up Advertising To Kids Under 13,https://www.adexchanger.com/gaming/roblox-opens-up-advertising-to-kids-under-13/,"Major Ad Tech Companies, Privacy/Regulation, Industry/Business, Ad Formats","youth advertising, gaming advertising, kids under 13, COPPA compliance, brand safety, Roblox advertising, gaming platforms",,,,"Display, Social",,6,"Roblox is opening its platform to advertisers targeting users under 13 for the first time, partnering with a youth-focused ad tech company to do so cautiously and in compliance with child privacy regulations."
2026-06-03,Search Engine Land,Google begins testing healthcare ads in AI Mode,https://searchengineland.com/google-begins-testing-healthcare-ads-in-ai-mode-479264,"Major Ad Tech Companies, Ad Formats, Technology","AI Mode ads, Performance Max, AI Max search term matching, healthcare advertising, Google AI search, broad match campaigns, Shopping ads",Google,,,Search,,7,"Google is testing healthcare-related ads within its AI Mode search experience in the U.S., supporting campaign types including Performance Max, AI Max with search term matching, Shopping, and broad match."
2026-06-03,Search Engine Land,Google Ads updates terms of service ahead of July 2026 rollout,https://searchengineland.com/google-ads-updates-terms-of-service-ahead-of-july-2026-rollout-479255,"Major Ad Tech Companies, Privacy/Regulation, Technology, Industry/Business","Google Ads terms of service, AI-powered ad automation, automated ad generation, automated targeting, AI ad formats, advertiser consent and control",Google,,,,,8,"Google is updating its Ads terms of service effective July 1, 2026, to expand its authority to use AI and automated systems to format, select, or generate ad targets, creatives, and destinations on behalf of advertisers."
2026-06-03,Search Engine Land,Google Search Console AI performance reports and controls to block your content in AI responses,https://searchengineland.com/google-search-console-ai-performance-reports-and-controls-to-block-your-content-in-ai-responses-479298,"Major Ad Tech Companies, Technology, Privacy/Regulation","Google Search Console, AI Overviews, AI Mode, search visibility reporting, content controls, generative AI search, organic search measurement",Google,,,Search,,4,"Google is adding AI performance reports to Search Console that show how content appears in AI Overviews and AI Mode, including impression data by page, country, and device, while omitting click data and offering controls to block content from AI responses."
2026-06-03,MediaPost,Google Sponsored Ads Emerge In AI Mode,https://news.google.com/rss/articles/CBMingFBVV95cUxPSGUwTWRtanhrSUVGbEI5UW9QWElERFZjV1k5RmJMaXJ5aDBqS2tXT1QxRWllUUNoZGl2cHdFUGdRNVB1VWRsX1dUNEtNY3RLbDZtS2g2SXZBTjNhU29wNTgweGZ5UVQ1Xzc5djdTYTNQN0hIcy0xcG5RQ1VyTmZjei1Rdkc3RWFxbHByb1ZnSHRxNmE4TlV2N3JIcHR3QQ,"Major Ad Tech Companies, Ad Formats, Industry/Business, Technology","AI search ads, Google AI Mode, sponsored ads, search monetization, AI-powered search",Google,,,Search,,9,"Google has begun displaying sponsored ads within its AI Mode search experience, opening a significant new monetization surface within its AI-powered search product."
2026-06-03,Digiday,OpenAI turns on cost-per-action ads inside ChatGPT,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPMVg1TDZMaWRRUFpoaExiT0RNc3ZMNXZ5MV9NSEdIZkdTQ1FBRHBSTk53UEhaUld0Q1Y4aTlFczRieGVpVGxjLUFqSHM3TUJKSlRTbHBSMzc1UWczTHE1Y3BrWkFKN2N3Z1NCZGNmbEVRdkZOdE1NblZ2bHQtUlFQci1wajJSS0NN?oc=5,"Major Ad Tech Companies, Industry/Business, Ad Formats","cost-per-action advertising, conversational advertising, AI search ads, performance advertising, ChatGPT monetization","OpenAI/ChatGPT, Google",,,"Native, Search",,9,"OpenAI has launched cost-per-action ads inside ChatGPT, entering the performance advertising market and positioning itself as a direct competitor to Google and Yelp."
2026-06-03,eMarketer,OpenAI targets small businesses with latest ad updates,https://news.google.com/rss/articles/CBMikgFBVV95cUxNU2hkR210cFlUbmVHRHRiUFM1MmZyTnJxYXkxdDVBNFdrTGNoZTZHWVZnaC10cE84NGxNVEIydEF5U0xpTTBHZXJlT0FUMVc0QjJPSTVjbDd0ejdfTlFLaEFWT1E5X1FYYVNzQ0dvLVVNUklPOExQdlEta0cza3JvdzlvOEZaT3FUckxwX05EYlIyZw,"Major Ad Tech Companies, Industry/Business","SMB advertising, AI search ads, conversational advertising, local business ads, OpenAI ad products",OpenAI/ChatGPT,,,Search,,7,"OpenAI is launching ad product updates specifically targeting small business advertisers, putting it in direct competition with Yelp's core SMB advertiser base."
2026-06-03,Marketing Dive,"Walmart Connect expands offsite advertising ambitions with Yahoo, Magnite",https://www.marketingdive.com/news/walmart-connect-expands-offsite-advertising-ambitions-with-yahoo-magnite/821575/,"Programmatic, Retail Media, Major Ad Tech Companies, Ad Formats, Industry/Business","retail media offsite advertising, first-party data activation, DSP partnerships, SSP partnerships, CTV advertising, programmatic direct, private marketplace deals, exclusivity deals",The Trade Desk,Walmart Connect,,"CTV/OTT, Retail Media Ads",,9,"Walmart Connect ended its four-year exclusivity deal with The Trade Desk and expanded its offsite advertising ecosystem by partnering with Yahoo DSP and Magnite, allowing advertisers to activate Walmart first-party data across channels including CTV."
2026-06-03,Adweek,"InMobi, Scope3 Debut Sell-Side Agent for Autonomous Media Buying",https://www.adweek.com/media/inmobi-scope3-debut-sell-side-agent-for-autonomous-media-buying/,"Programmatic, Technology, Industry/Business","AI agents, autonomous media buying, sell-side agent, Ad Context Protocol, programmatic direct, DSP bypass, SSP bypass, commerce media, agentic advertising",,,,"Retail Media Ads, Display",,8,"InMobi and Scope3 have launched a sell-side AI agent built on the open Ad Context Protocol that autonomously represents InMobi Glance commerce inventory directly to buyer agents, potentially bypassing traditional DSP and SSP intermediaries."
2026-06-03,Adweek,Sitecore Snaps Up GEO Startup Scrunch for an Alleged 225M,https://www.adweek.com/media/sitecore-snaps-up-geo-startup-scrunch-for-225m/,"Major Ad Tech Companies, Technology, Industry/Business","generative engine optimization, AI search, AI answer engines, content optimization, M&A / acquisition",OpenAI/ChatGPT,,,Search,,4,"Enterprise content platform Sitecore acquired GEO startup Scrunch for ~$225M, betting on the growing importance of optimizing brand visibility in AI-powered answer engines where conversion rates are reportedly 3-5x higher than traditional organic search."
2026-06-03,TechCrunch,Alphabet plans to raise 80B to pay for AI buildout,https://techcrunch.com/2026/06/01/alphabet-plans-to-raise-80-billion-to-pay-for-ai-buildout/,"Major Ad Tech Companies, Industry/Business, Technology","AI infrastructure investment, capital expenditure, AI buildout financing",Google,,,,,3,"Alphabet plans to raise $80 billion through stock sales to fund AI infrastructure, with total capex expected to reach $180-190 billion this year."
2026-06-03,Business Insider,"Anthropic files confidential S-1, blazing toward blockbuster IPO",https://news.google.com/rss/articles/CBMikAFBVV95cUxOZ3NaVThSaTNmZExKMFBsU2FocHFzcnVVdU5aei1Ca21HMmZ3RVBoSWNjRU0tTUNVdmRlMWdVUndUX1FVXzd1dHFudFJkQXhvT3FtLXdUU0lQWDJRd09LRS1PX1djMEZGbmlIWlNqWkxpNjN0elQtNlB4bVVwZ3ppN2IwSDlqZUxYZElVM1g5TWU,"Industry/Business, Technology","IPO, AI company funding, confidential S-1 filing",,,,,,1,"Anthropic has filed a confidential S-1 with the SEC, signaling plans for a major initial public offering."
2026-06-03,Marketing Dive,Why ClassPass invested 50M in marketing to supercharge partner growth,https://www.marketingdive.com/news/why-classpass-invested-50m-in-marketing-to-supercharge-partner-growth/821612/,"Major Ad Tech Companies, Ad Formats, Industry/Business","social advertising, influencer marketing, affiliate marketing, search advertising, performance marketing, local business advertising, partner growth marketing","Google, Snapchat, TikTok",,,"Social, Search",,4,"ClassPass spent over $50 million on marketing in 2025 across Google Ads, Instagram, TikTok, Snapchat, influencers, and affiliates to drive consumer discovery for its local fitness and wellness studio partners."
2026-06-22,Adweek,NBCU Looks to Rock Brand Partnerships With New Unified Creative Offering,https://www.adweek.com/convergent-tv/nbcu-to-rock-brand-partnerships-with-new-unified-creative-offering/,"Ad Formats, Industry/Business","brand partnerships, creative integrations, content marketing, brand integrations, media company ad offerings",,,,"Video, Native",,3,"NBCUniversal has launched Rock Studios, a unified creative offering designed to streamline brand partnerships and integrations across its media portfolio."
2026-06-22,Adweek,Black Publishers Knew the Ad Commitments Wouldn&#8217;t Hold. So What?,https://www.adweek.com/media/black-publishers-knew-the-ad-commitments-wouldnt-hold-so-what/,Industry/Business,"diversity advertising commitments, multicultural publishing, brand safety, ad spend allocation, publisher business models",,,,,,3,"Black publishers in the BOMESI network describe how they anticipated and adapted to the rollback of brand diversity ad commitments made after 2020, rebuilding their business models accordingly."
2026-06-22,Adweek,Susan Credle Isn&#8217;t Worried About the Future of Creativity,https://www.adweek.com/creativity/susan-credle-isnt-worried-about-the-future-of-creativity/,Industry/Business,"creativity in advertising, Cannes Lions, industry leadership, creative philosophy",,,,,,2,"Susan Credle, winner of the 2026 Cannes Lion of St. Mark, shares her perspective on industry upheaval and the resurgence of big creative ideas in advertising."
2026-06-22,Adweek,EXCLUSIVE: Walmart Pulls Sam’s Club Deeper Into Its Ad Business,https://www.adweek.com/commerce/exclusive-walmart-pulls-sams-club-deeper-into-its-ad-business/,"Retail Media, Industry/Business","retail media networks, Sam's Club retail media, Walmart Connect, retail media growth strategy, membership-based retail media",,Walmart Connect,,Retail Media Ads,,7,"Walmart's chief growth officer Seth Dallaire outlines the company's strategy to integrate Sam's Club more deeply into its retail media advertising business, expanding Walmart Connect's footprint."
2026-06-22,Adweek,Amazon Pushes Conversational AI Ads Onto the Open Internet,https://www.adweek.com/commerce/amazon-pushes-conversational-ai-ads-onto-the-open-internet/,"Programmatic, Retail Media, Major Ad Tech Companies, Ad Formats, Technology","conversational AI ads, sponsored prompts, open internet advertising, AI-powered ad formats, programmatic advertising, retail media expansion","Amazon, OpenAI/ChatGPT",Amazon Ads,,"Native, Display, Retail Media Ads",,9,"Amazon is expanding its AI-powered Sponsored Prompts conversational ad format beyond its own properties to the broader open web, signaling a new frontier for AI-driven advertising inventory."
2026-06-22,Adweek,Embracing The Spirit of Cannes Without Actually Being There,https://www.adweek.com/brand-marketing/embracing-the-spirit-of-cannes-without-actually-being-there/,Industry/Business,"Cannes Lions, industry events, advertising culture",,,,,,2,The article reflects on the broader value and spirit of the Cannes Lions advertising festival beyond its physical location on the French Riviera.
2026-06-21,Adweek,Indie Agency Dept Takes Aim at Holdco AI Stacks With Open Orchestration Layer,https://www.adweek.com/agencies/indie-agency-dept-takes-aim-at-holdco-ai-stacks-with-open-orchestration-layer/,"Technology, Industry/Business, Major Ad Tech Companies","AI orchestration, agency AI tools, workflow automation, AI assistants, holdco vs indie agency competition",,,,,"Publicis, Dentsu, WPP, Omnicom, IPG",5,Independent agency Dept is launching an open AI orchestration layer designed to compete with holding company proprietary AI stacks by enabling an AI assistant that follows users across workflows and automates campaign execution.
2026-06-19,Adweek,"7 Things That Hit This Week: Meta’s Next Stab at Commerce, New Hires at Sephora and Lowe’s, and Pinterest Goes Deep on AI",https://www.adweek.com/commerce/7-things-that-hit-this-week-metas-next-stab-at-commerce-new-hires-at-sephora-and-lowes-and-pinterest-goes-deep-on-ai/,"Retail Media, Major Ad Tech Companies, Industry/Business, Technology","retail media upfront sponsorships, social commerce, AI advertising, retail media industry events, personnel moves","Meta, Pinterest",Other,,"Social, Retail Media Ads",,5,"A weekly industry roundup covering Meta's latest commerce initiative, Pinterest's AI advertising push, new marketing hires at Sephora and Lowe's, and the cost of sponsoring a retail media upfront event."
2026-06-19,Adweek,"6 Top Local World Cup Ads: Adidas Backs Scotland, Brahma Dreams Big For Brazil and More",https://www.adweek.com/brand-marketing/6-of-the-best-local-world-cup-ads-adidas-chooses-scotland-brahma-dreams-big-and-more/,"Industry/Business, Ad Formats","sports sponsorship advertising, brand creative, local/regional advertising, cultural marketing",,,,Video,,2,A roundup of standout local World Cup advertising campaigns from brands like Adidas and Brahma that leverage national culture and regional nuances in their creative.
2026-06-19,Adweek,An Inside Look at the Ad Experience at a World Cup Match,https://www.adweek.com/convergent-tv/an-inside-look-at-the-ad-experience-at-a-world-cup-match/,"Ad Formats, Industry/Business","sports sponsorship, stadium advertising, out-of-home advertising, brand activations, live event advertising",,,,DOOH,,2,Adweek provides an on-the-ground look at brand advertising and sponsorship activations present at a World Cup match between France and Senegal.
2026-06-22,Digiday,"Connect, don’t absorb: Dept’s AI bet on orchestration over operating systems",https://digiday.com/marketing/connect-dont-absorb-depts-ai-bet-on-orchestration-over-operating-systems/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Industry/Business, Technology, Major Ad Tech Companies","AI orchestration, agency AI strategy, AI assistants, marketing technology, AI-driven workflows, agency revenue growth",OpenAI/ChatGPT,,,,,4,"Independent agency Dept is betting on AI orchestration rather than building a proprietary operating system, with its AI assistant already influencing 20% of revenue and a target of 80% within a year."
2026-06-22,Digiday,WTF is containerization?,https://digiday.com/marketing/wtf-is-containerization/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Programmatic, Technology, Privacy/Regulation","containerization, header bidding, ad tech infrastructure, publisher tech stack, data isolation, tag management",,,,,,7,"This explainer article breaks down the concept of containerization in ad tech, examining how isolating code and data within containers is becoming an increasingly discussed infrastructure approach among publishers and ad tech platforms."
2026-06-22,Digiday,How Lipton is using local creators instead of building in-house social teams,https://digiday.com/media/how-lipton-is-using-local-creators-instead-of-building-in-house-social-teams/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Ad Formats, Industry/Business","influencer marketing, creator marketing, social media marketing, localization strategy, global marketing",,,,Social,,3,Lipton partnered with Billion Dollar Boy to activate local creators across six markets as an alternative to building in-house social media teams for its global marketing strategy.
2026-06-22,Digiday,The AI search boom is fueling content budgets before media buys,https://digiday.com/marketing/the-ai-search-boom-is-fueling-content-budgets-before-media-buys/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Major Ad Tech Companies, Industry/Business, Technology","AI search advertising, SEO, content marketing, creator budgets, AI search visibility, budget reallocation","OpenAI/ChatGPT, Google",,,Search,,6,"Brands are prioritizing SEO, content, and creator spending to gain visibility in AI-powered search before committing budgets to paid AI search advertising products."
2026-06-22,Digiday,Media Buying Briefing: How Sport Beach became a big Cannes Lions destination — and a business,https://digiday.com/media-buying/media-buying-briefing-how-sport-beach-became-a-big-cannes-lions-destination-and-a-business/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,Industry/Business,"Cannes Lions, sports marketing, agency business development, holdco strategy, experiential marketing",,,,,Stagwell,2,Stagwell's Sport Beach activation at Cannes Lions has evolved from a simple concept into a major festival destination and a standalone business unit for the holding company.
2026-06-22,Digiday,Omnicom Media kicks off a series of partnerships at Cannes Lions with a first-time Netflix deal,https://digiday.com/media-buying/omnicom-media-kicks-off-a-series-of-partnerships-at-cannes-lions-with-a-first-time-netflix-deal/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Major Ad Tech Companies, Ad Formats, Industry/Business","Netflix advertising, audience data integration, first-party data, branded content, streaming advertising, agency-platform partnerships",Netflix,,,"CTV/OTT, Video",Omnicom,7,Omnicom Media has struck a first-of-its-kind deal with Netflix integrating Acxiom audience data into Netflix's ad platform to deliver more relevant ads and potentially incorporate them into content.
2026-06-22,Digiday,"Cannes Briefing: The ad industry’s power shifts, mapped in sand",https://digiday.com/marketing/cannes-briefing-the-ad-industrys-power-shifts-mapped-in-sand/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,Industry/Business,"holding company M&A, agency consolidation, investment banking in advertising, Cannes Lions, industry power shifts",,,,,"WPP, Publicis, Omnicom, IPG, Havas, Dentsu",4,"A Cannes Lions briefing examining the shifting power dynamics in the advertising industry, with investment banks gaining influence as traditional holding companies face consolidation pressure."
2026-06-19,Digiday,"OpenAI expands ads manager to U.K., adds CPC",https://digiday.com/marketing/openai-expands-ads-manager-to-u-k-adds-cpc/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Major Ad Tech Companies, Industry/Business","conversational advertising, AI search ads, CPC bidding, ads manager platform, international expansion",OpenAI/ChatGPT,,,Search,,7,"OpenAI has expanded its ads manager to the United Kingdom, making it the fifth market with access and adding cost-per-click (CPC) as a buying option."
2026-06-19,Digiday,How Fanatics moved from audience targeting to optimizing campaigns for customer LTV,https://digiday.com/marketing/how-fanatics-moved-from-audience-targeting-to-optimizing-campaigns-for-customer-ltv/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Attribution/Measurement, Industry/Business, Programmatic","customer lifetime value (LTV), outcome-based media buying, audience targeting, campaign optimization, performance marketing",,,Incrementality,,,7,"Fanatics shifted its media buying strategy from audience targeting to optimizing for customer lifetime value, achieving a 19% LTV lift as part of a broader move toward outcome-based advertising."
2026-06-19,Digiday,"As AI scrutiny grows, DUDE Wipes points to supply chain savings and productivity gains",https://digiday.com/marketing/as-ai-scrutiny-grows-dude-wipes-points-to-supply-chain-savings-and-productivity-gains/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Industry/Business, Technology","generative AI ROI, AI adoption, AI productivity tools, brand AI strategy",,,,,,2,DUDE Wipes highlights supply chain efficiency and productivity gains from AI tools as brands face growing scrutiny over whether generative AI delivers meaningful business ROI.
2026-06-19,Digiday,Stagwell enhances its AI-powered tools on the media side,https://digiday.com/media-buying/stagwell-enhances-its-ai-powered-tools-on-the-media-side/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Technology, Industry/Business","AI-powered advertising tools, media planning technology, agency AI platforms",,,,,Stagwell,4,"Stagwell has launched The Media Machine, an AI-powered media-side extension of its existing AI platform The Machine, which originally launched in January."
2026-06-19,Digiday,Invisible Cannes: The hidden workforce behind the Croisette,https://digiday.com/marketing/invisible-cannes-the-hidden-workforce-behind-the-croisette/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,Industry/Business,"Cannes Lions, event marketing, brand activations, event logistics",,,,,,2,This article examines the behind-the-scenes workforce and logistics infrastructure that brands depend on to execute their activations and presence at the Cannes Lions advertising festival.
2026-06-19,Digiday,L’Oréal accelerates generative AI content engine with fresh OpenAI deal,https://digiday.com/marketing/loreal-accelerates-generative-ai-content-engine-with-fresh-openai-deal/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Major Ad Tech Companies, Technology, Industry/Business","generative AI content production, AI creative automation, zero-click search, AI-powered advertising, brand marketing strategy","OpenAI/ChatGPT, Google",,,,,5,L'Oréal's CMO Asmita Dubey is expanding the beauty company's partnership with OpenAI to accelerate generative AI-driven content production as the brand adapts to zero-click search and AI-driven consumer discovery.
2026-06-19,Digiday,"Future of Marketing Briefing: Soccer doesn’t need better marketing, just better marketers",https://digiday.com/marketing/future-of-marketing-briefing-soccer-doesnt-need-better-marketing-just-better-marketers/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,Industry/Business,"sports marketing, brand strategy, marketing talent",,,,,,2,The article argues that soccer's marketing problem stems not from the sport itself but from a lack of skilled marketers who can effectively harness its cultural influence.
2026-06-19,Digiday,Omnicom Media rolls out research showing the need for CTV advertising to change its ways,https://digiday.com/media-buying/omnicom-media-rolls-out-research-showing-the-need-for-ctv-advertising-to-change-its-ways/?utm_campaign=digidaydis&utm_medium=rss&utm_source=general-rss,"Ad Formats, Programmatic, Industry/Business","CTV advertising, frequency capping, contextual targeting, streaming advertising, ad relevance, audience targeting",,,,CTV/OTT,Omnicom,7,"Omnicom Media Group is releasing research advocating for reforms in CTV advertising, specifically addressing frequency overload and the need for greater contextual relevance in streaming ad campaigns."
2026-06-22,AdExchanger,Monks Has A New Head Of Data And Media,https://www.adexchanger.com/marketers/monks-new-head-of-data-and-media-wants-to-help-clients-find-their-north-star/,Industry/Business,"agency leadership, data and media strategy, executive appointment",,,,,WPP,3,"Gila Wilensky, formerly WPP's chief solutions officer for North America, has joined Monks as its new head of data and media."
2026-06-22,AdExchanger,Fire TV Makes A Play For Its Share Of Home Screen Ad Dollars,https://www.adexchanger.com/tv/fire-tv-makes-a-play-for-its-share-of-home-screen-ad-dollars/,"Major Ad Tech Companies, Ad Formats, Industry/Business","CTV advertising, home screen advertising, Fire TV, streaming interface, content discovery, live sports advertising",Amazon,Amazon Ads,,CTV/OTT,,6,"Amazon is promoting Fire TV home screen interface upgrades at Cannes Lions 2026, positioning the platform as a premium ad destination by improving content discovery and capitalizing on FIFA World Cup viewership."
2026-06-22,AdExchanger,Omnicom Can Now Measure Ad Frequency Across Multiple CTV Platforms,https://www.adexchanger.com/tv/omnicom-can-now-measure-ad-frequency-across-multiple-ctv-platforms/,"Attribution/Measurement, Ad Formats, Programmatic, Technology","CTV frequency capping, cross-platform measurement, data clean rooms, reach and frequency measurement, post-campaign measurement, CTV advertising",,,Clean Rooms,CTV/OTT,Omnicom,8,"Omnicom Media has expanded its cross-platform clean room with new capabilities enabling post-campaign measurement of reach, frequency, and performance across multiple CTV platforms, addressing a long-standing frequency capping challenge in connected TV advertising."
2026-06-22,AdExchanger,Fox’s Roku Deal Signals The Next Phase Of Television,https://www.adexchanger.com/on-tv-and-video/foxs-roku-deal-signals-the-next-phase-of-television/,"Major Ad Tech Companies, Ad Formats, Industry/Business","CTV advertising, streaming platforms, content and distribution consolidation, AVOD, television viewership, mergers and acquisitions",Roku,,,CTV/OTT,,7,"Fox has announced a $22 billion acquisition of Roku, combining Fox's sports, news, and entertainment content with Tubi and Roku's streaming platform to become the third-largest US television player by viewing share."
2026-06-22,AdExchanger,"Brother, DSPlease; The Short-Lived (We Hope) Fawning AI Listicle",https://www.adexchanger.com/daily-news-roundup/monday-22062026/,"Programmatic, Industry/Business, Technology","DSP landscape, demand side platforms, programmatic advertising, take rates, AI content, ad tech startups",The Trade Desk,,,,,6,"The article examines the evolving DSP category, highlighting how platforms like Pontiac Intelligence, Comcast's Universal Ads, and Viant differ from The Trade Desk through lower take rates, while also touching on AI-generated content trends in ad tech media."
2026-06-19,AdExchanger,Comic: The Cannes-Can,https://www.adexchanger.com/comic-strip/comic-the-cannes-can/,Industry/Business,"Cannes Lions, industry events",,,,,,2,"AdExchanger announces its coverage of the Cannes advertising festival in partnership with Equativ, featuring executive conversations and industry insights."
